finding_id,label,confidence,rater,labelled_at,notes
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:122,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:127,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:129,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:134,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:136,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:141,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:143,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:148,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:150,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:155,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:157,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:162,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:164,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:169,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:171,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:176,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_plan_list.twig:178,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription.twig:10,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription.twig:18,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_info.twig:7,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_info.twig:10,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_info.twig:14,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_info.twig:17,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_info.twig:21,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_info.twig:29,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_info.twig:166,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:20,,,,,
semgrep:generic.html-templates.security.unquoted-attribute-var.unquoted-attribute-var:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:114,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:121,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:123,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:127,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:129,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:134,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:136,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:141,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:143,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:148,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:150,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:155,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:157,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:162,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:164,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:169,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:171,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:176,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:178,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:183,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:185,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:190,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:192,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:197,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:199,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:204,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:206,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:211,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:213,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:249,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:257,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:262,,,,,
semgrep:generic.html-templates.security.var-in-href.var-in-href:razorpay-opencart:admin/view/template/payment/razorpay_subscription/razorpay_subscription_list.twig:267,,,,,
semgrep:php.lang.security.curl-ssl-verifypeer-off.curl-ssl-verifypeer-off:razorpay-php-testapp:razorpay-php/libs/Requests-1.6.1/library/Requests/Transport/cURL.php:103,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-php-testapp:verify.php:50,,,,,
semgrep:php.lang.security.injection.tainted-sql-string.tainted-sql-string:razorpay-prestashop:razorpay/controllers/front/validation.php:83,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-prestashop:razorpay/controllers/front/validation.php:97,,,,,
semgrep:php.lang.security.injection.tainted-sql-string.tainted-sql-string:razorpay-prestashop:razorpay/controllers/front/validation.php:154,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-prestashop:razorpay/controllers/front/validation.php:188,,,,,
semgrep:php.lang.security.curl-ssl-verifypeer-off.curl-ssl-verifypeer-off:razorpay-prestashop:razorpay/razorpay-sdk/libs/Requests-1.8.0/library/Requests/Transport/cURL.php:153,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-quick-payments:razorpay-quick-payments.php:213,,,,,
semgrep:php.lang.security.curl-ssl-verifypeer-off.curl-ssl-verifypeer-off:razorpay-whmcs:modules/gateways/razorpay/razorpay-sdk/libs/Requests-1.8.0/library/Requests/Transport/cURL.php:153,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:359,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:390,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:399,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:410,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:414,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:422,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:479,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:546,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:807,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:832,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:898,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:934,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:941,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:942,,,,,
semgrep:php.lang.security.injection.tainted-sql-string.tainted-sql-string:razorpay-woocommerce:includes/razorpay-route.php:954,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:1017,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:1252,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:razorpay-woocommerce:includes/razorpay-route.php:1285,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:subscription-button-elementor-plugin:templates/razorpay-button-view-templates.php:33,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:subscription-button-wordpress-plugin:templates/razorpay-button-view-templates.php:36,,,,,
semgrep:php.lang.security.injection.echoed-request.echoed-request:subscription-button-wordpress-plugin:templates/razorpay-button-view-templates.php:106,,,,,
